AffyID	Symbol	C_0	C_0.5	C_2	C_4
202783_at	NNT	185.67	192.6	159.1	164.57
208393_s_at	RAD50	185.3	165.67	163.93	164.23
209208_at	MPDU1	190.4	174.13	234.53	165.17
35254_at	FLN29	152.93	180.77	152.73	160.33
218133_s_at	NIF3L1	285.93	281.77	239.1	253.57
218090_s_at	WDR11	135.53	127.9	123.77	163.5
215158_s_at	DEDD	156.67	162.03	153.27	160.83
202481_at	SDR1	97.73	91.27	107.17	68.33
203637_s_at	MID1	354.1	407.17	340	336
215075_s_at	GRB2	123.73	113.6	126.9	101.87
202863_at	SP100	67.83	68.3	53.13	79.47
210944_s_at	CAPN3	43	41.4	60.07	42.27
218224_at	PNMA1	275.03	254.9	248.7	297
202949_s_at	FHL2	184.67	202.2	169.67	182.1
209288_s_at	CDC42EP3	100.5	96.33	69.83	105.7
214585_s_at	SACM2L	425.57	362.7	416.5	358.63
210517_s_at	AKAP12	313.73	334.47	321.5	345.67
203371_s_at	NDUFB3	631.4	568	488.73	570.23
211475_s_at	BAG1	224.2	215.2	255.1	250.37
207543_s_at	P4HA1	119.7	122.93	102.8	125.17
202370_s_at	CBFB	808.7	877.57	764.97	1002.07
202668_at	EFNB2	688.13	891.53	871.77	853.17
202587_s_at	AK1	330.87	317.47	300.3	265
217981_s_at	FXC1	70.43	72.37	86.13	60.97
209247_s_at	ABCF2	173.3	142.9	188.43	183.87
204658_at	HSU53209	239.13	242.27	253.27	250.7
209303_at	NDUFS4	303.77	298.93	279.8	265.5
217930_s_at	TOLLIP	68.3	63.47	82.4	73
33814_at	PAK4	113.07	151.1	143.97	131.9
218494_s_at	SLC2A4RG	231	171.67	217.37	145.2
202138_x_at	JTV1	412.1	478.6	430.7	447.5
202573_at	CSNK1G2	248.4	200.47	220.9	204.7
202390_s_at	HD	58.5	66.7	74.4	58.4
217983_s_at	RNASE6PL	427.1	489.1	529.17	386.6
202544_at	GMFB	375.63	405.67	371.23	429.17
217996_at	PHLDA1	40	40	56.53	61.23
202468_s_at	CTNNAL1	477.37	549.93	394.83	523.4
32836_at	AGPAT1	1063.3	948.7	1067.03	767.2
32837_at	AGPAT2	271.63	252.53	333.7	209.07
204226_at	STAU2	54.33	63.4	54.17	62.37
218070_s_at	GMPPA	67.23	65.17	70.2	52.53
202891_at	NIT1	234.73	203.1	187.9	188.2
202710_at	BET1	141.07	147.37	116.6	163.23
202261_at	TCFL1	295.63	290.83	308.2	259.17
207722_s_at	BTBD2	210.73	131.47	200.6	94
218254_s_at	LOC51128	95.37	83.07	76.57	118.43
205132_at	ACTC	57.1	55.37	57.3	40.1
202076_at	BIRC2	308.77	298.13	251.83	375.93
209384_at	PROSC	167	134.17	117.2	158.83
35776_at	ITSN1	106.43	103.23	102.23	87.87
202671_s_at	PDXK	91.7	118	124.63	95.97
218101_s_at	NDUFC2	1264.53	1249.33	1135.67	1260.97
220750_s_at	LEPRE1	118.8	119.77	112.23	88.03
220741_s_at	SID6-306	200.03	211.5	215.27	180.1
222019_at	RAVER1	64.53	48.4	59.5	48.37
202209_at	LSM3	485.1	523.13	526.1	527.27
205324_s_at	FTSJ1	168.47	155.67	147.4	148.03
202660_at	---	45.83	41	40	40
202645_s_at	MEN1	199.2	202.13	202.53	165.13
221519_at	SHFM3	112.73	116.83	105	133.13
202500_at	DNAJB2	84.6	55.83	75.13	66.7
204331_s_at	MRPS12	267.5	242.1	276.6	194.07
221521_s_at	LOC51659	431.8	414.6	389.4	463.9
202337_at	PMF1	219.67	214	224.53	219.47
202592_at	GCN5L1	348.2	354.8	343.73	357.47
202329_at	CSK	238.6	292.43	290.33	255.47
209477_at	EMD	210.23	187.03	238.9	195.73
209487_at	RBPMS	96.23	71.2	62.53	62.17
202413_s_at	USP1	774.43	846.07	718.4	1027.57
202348_s_at	DYT1	224.97	267.1	248.83	221.3
217989_at	RetSDR2	95.3	118.1	87.63	96.27
218140_x_at	APMCF1	274.47	323.73	313.37	376.5
212997_s_at	TLK2	273.4	242.9	285.43	298.97
206055_s_at	SNRPA1	387.1	442.23	347.1	488.7
218188_s_at	TIMM13	421.3	429.23	414.53	346.03
209141_at	UBE2G1	331.97	330.4	273.63	340.77
218082_s_at	UBP1	139.27	154.17	124.1	163.6
202943_s_at	NAGA	180.27	169.13	237.6	166.5
209158_s_at	PSCD2	150.87	146.93	157.6	127.83
212416_at	SCAMP1	441.4	546.97	462.2	529.33
204153_s_at	MFNG	40	40	40	40
203108_at	RAI3	131.13	144.3	143.6	162.67
202675_at	SDHB	216.73	226.47	237.9	244.4
204681_s_at	GFR	77.03	68.17	63.4	50.23
214427_at	NOL1	218.47	198.5	207.5	212.1
202763_at	CASP3	106.27	128.47	138.5	191.4
217938_s_at	PCMF	304.3	322.8	360.03	398.87
202245_at	LSS	216.73	275.63	267.33	254.63
202130_at	SUDD	237.4	259.67	234.37	308.9
218219_s_at	LANCL2	136.77	147.3	151.47	133.6
202548_s_at	ARHGEF7	309.27	310.53	291.57	335.13
209236_at	SLC23A1	109.83	128.67	152.53	130.9
218039_at	ANKT	816.1	845.07	735.73	913.63
218098_at	ARFGEF2	163	134.9	110.93	170.83
209391_at	DPM2	209.9	211.4	221.47	173.6
218166_s_at	HBXAP	41.4	41.1	40	56.77
209185_s_at	IRS2	1478.47	1576.77	1419.97	1518.63
203183_s_at	SMARCD1	132.27	122.23	122.93	107.7
202326_at	BAT8	154.53	147.37	136.1	84.83
218183_at	C16orf5	75.37	65	69.17	70.37
202706_s_at	UMPS	186	185.37	181.6	218.9
202314_at	CYP51A1	56.77	50.47	51.47	57.2
202702_at	TRIM26	254	252.3	274.9	281.9
212652_s_at	SNX4	238.53	259.4	217.2	310.8
202630_at	APPBP2	136.2	145.47	118.33	166.57
203362_s_at	MAD2L1	262.87	259.97	187.9	315.77
202735_at	EBP	116.03	126.73	106.17	126.1
202778_s_at	ZNF198	112.63	115.53	121.43	124.23
203767_s_at	STS	73.3	74	52.87	66.4
209486_at	SAS10	81.4	89.7	65.5	81.27
209211_at	KLF5	40	40	40	40
202652_at	APBB1	115.83	90.97	129.67	101.97
214257_s_at	SEC22L1	281.8	291.9	173.3	296.1
209150_s_at	TM9SF1	200.53	201.53	225.27	194.03
209337_at	PSIP2	707.07	794.1	530.87	725
203579_s_at	SLC7A6	77.53	71.17	90.4	77.3
203358_s_at	EZH2	134.03	136.43	136.57	168.17
202419_at	FVT1	119.17	129.1	107.47	155.1
206095_s_at	FUSIP1	263.9	278.3	198.7	337.13
202474_s_at	HCFC1	267.2	243.93	377.4	217.93
207391_s_at	PIP5K1A	256.97	198.23	273.27	212.7
215884_s_at	UBQLN2	297.67	295.77	245.87	300.6
202847_at	PCK2	87.13	78.37	82.83	67.6
218599_at	REC8	40	44.43	48.5	40
203478_at	NDUFC1	727.53	730.33	691.37	713.3
202950_at	CRYZ	143.97	129	104.9	135.17
204599_s_at	MRPL28	270.17	239	238.47	184.9
218117_at	RBX1	625.67	635.97	700.2	667.83
202920_at	---	65.93	65.63	55.43	57
203931_s_at	MRPL12	415.8	322.7	379.07	300.63
215498_s_at	MAP2K3	133.47	148.37	133.17	134.4
215716_s_at	ATP2B1	89.77	95.17	72.73	111.97
209448_at	HTATIP2	50.43	49.8	40	49.3
202621_at	IRF3	215.23	177.63	173.73	130.07
202414_at	ERCC5	60.37	60.4	62.47	61.27
203502_at	BPGM	40	45.4	40.27	40.23
202554_s_at	GSTM3	263.8	239.53	294.77	260.67
204612_at	PKIA	146.17	153.8	120.53	136.47
203719_at	ERCC1	93.5	109.23	120.07	109.4
209213_at	CBR1	115.57	108.07	112	72.63
204326_x_at	MT1L	194.07	201.7	183.77	131.47
202715_at	CAD	217.2	193.03	194.47	143.9
202896_s_at	PTPNS1	58.73	70.07	70	62.83
202484_s_at	MBD2	235	239.5	209.47	269.63
212462_at	MORF	118.73	151.03	112.03	114.77
219922_s_at	LTBP3	192.17	163.47	179.87	116.17
202822_at	LPP	202.6	220.63	203.77	207.9
202491_s_at	IKBKAP	307.7	317.83	289.43	322.2
43544_at	TRAP95	129.1	130.27	122	106.97
202911_at	MSH6	553.2	623.93	624.23	623.2
202506_at	SSFA2	101.63	112.33	107.37	94.27
202813_at	TARBP1	130.3	127.13	120.93	101.6
218239_s_at	CRFG	166.33	227.43	151.8	202.4
203292_s_at	VPS11	142.87	129.6	132.9	100.5
209112_at	CDKN1B	211.57	248.03	157.63	190.93
202360_at	MAML1	281.77	275.63	322.07	313.1
213226_at	PMSCL1	229.27	220.5	149.67	163.73
209264_s_at	TM4SF7	81.83	69.63	76.6	59.77
219350_s_at	SMAC	393.6	433.53	399.13	469.27
202422_s_at	FACL4	40	40	40	40
218720_x_at	PSK-1	68.97	61.67	69.83	54.83
203185_at	RASSF2	74.1	76.3	72.53	63.27
202542_s_at	SCYE1	208.6	211.53	196.73	179.33
203182_s_at	SRPK2	150.87	161.97	119.17	160.7
203908_at	SLC4A4	40	40.17	40.9	40
209428_s_at	ZFPL1	110.3	95.6	137.73	88.43
222030_at	SIVA	102.2	109.2	122.43	76
218443_s_at	DAZAP1	297.97	238.07	282.9	200.1
203413_at	NELL2	262.7	262.73	273.77	259.57
202781_s_at	SKIP	160.07	143.67	175.3	112.33
221882_s_at	TMEM8	116.83	111.23	125.8	93.57
202486_at	AFG3L2	204.87	217.17	199.23	222.1
202615_at	---	384.67	377.57	274.87	358.17
202924_s_at	PLAGL2	49.93	52.43	71	54.37
203149_at	PVRL2	134.83	156.13	193.97	152.9
215726_s_at	CYB5	55.57	58.37	45.93	51.23
206846_s_at	HDAC6	284.9	264.03	275.93	233.93
202606_s_at	TLK1	126.67	133.63	100.53	121.53
1431_at	CYP2E1	40	40	40	40
202705_at	CCNB2	575.83	603.77	541.57	517.63
216958_s_at	IVD	69.6	59.57	70	68
202814_s_at	HIS1	133.97	122.27	124	181.9
207002_s_at	PLAGL1	49.77	49.47	53.4	55.3
210962_s_at	AKAP9	141.1	119.47	117.1	153
202762_at	ROCK2	126.4	136.67	114.13	145.47
212739_s_at	NME4	742.8	568.73	693.57	580.43
202607_at	NDST1	85.3	70.03	86.37	74.37
207071_s_at	ACO1	233.23	224.23	256.07	208.93
202401_s_at	SRF	87.2	102.93	108.33	115.53
32402_s_at	SPK	70.63	57.23	66.03	62.73
212843_at	NCAM1	277.33	277.77	264.97	194.87
215548_s_at	RA410	163.17	144.97	156.4	165.67
209155_s_at	NT5C2	94.47	106.83	86.4	97.1
203275_at	IRF2	64.83	54.9	43.73	62.67
206580_s_at	EFEMP2	66.27	64.73	79.47	63.97
203040_s_at	HMBS	209.5	255.8	239.53	204.5
204178_s_at	RBM14	204.37	226.87	225.8	237.3
218203_at	ALG5	294.67	328.8	296.73	378.4
218567_x_at	DPP3	178.83	189.5	168.87	157.93
202853_s_at	RYK	170.53	170.5	168.47	187.53
202527_s_at	MADH4	121.47	112.27	89.6	154.47
202382_s_at	GNPI	137	159.53	140.23	141.07
222175_s_at	PCQAP	225.8	224.77	260.17	214.5
202742_s_at	PRKACB	45.67	48.8	45.07	40
202969_at	DYRK2	83.4	67.13	79.13	89.43
218387_s_at	PGLS	331.2	362.63	348.8	275.37
209355_s_at	PPAP2B	59.13	45.7	43.3	40
203389_at	KIF3C	62.8	72.7	68.17	44.37
202840_at	TAF15	251.47	218.23	242.87	236.2
209195_s_at	ADCY6	119.4	128.83	127	102.33
203267_s_at	DRG2	194.2	168.63	228.27	148.27
202716_at	PTPN1	141.33	165.53	158.6	149.23
220143_x_at	LUC7L	80.53	85.13	79.5	76.73
202475_at	NIFIE14	543.07	566.4	632.67	506.3
203602_s_at	ZNF151	71	70.37	64.3	63.73
202880_s_at	PSCD1	91.27	66.5	74.43	96.33
202786_at	STK39	100.23	114.37	88.7	113.1
207318_s_at	CDC2L5	205.57	212.53	188.5	244.57
202743_at	PIK3R3	168.47	169.3	139.17	129.9
202806_at	DBN1	227.33	195.4	255.47	179.1
203420_at	FAM8A1	509.5	457.17	395.4	449.13
202644_s_at	TNFAIP3	87.43	93.93	953.87	1006.97
203822_s_at	ELF2	170.03	155.9	142.27	176.87
213457_at	---	58.4	55.93	58.2	55.83
209187_at	DR1	176.03	157.3	141.6	196.13
218384_at	CARHSP1	475.43	478.57	536.27	344.2
202614_at	C4orf1	196.93	199.87	170.53	219.8
218294_s_at	NUP50	121.97	114.87	103.93	138.8
218005_at	ZNF22	53.87	55.77	62.23	51.73
202546_at	VAMP8	340.93	331.83	343.73	279.53
222082_at	FBI1	40.07	40	40	40
202584_at	NFX1	92.37	85.8	74	86.27
209162_s_at	PRPF4	191.7	193.63	195.6	151.9
35265_at	FXR2	220.47	221.4	228.5	202.03
203097_s_at	PDZ-GEF1	303.17	351.5	271.9	358.37
203180_at	ALDH1A3	54.07	53.5	51.57	45.27
202767_at	ACP2	158.27	170.7	188.57	140.63
218157_x_at	SPEC1	281.23	280.8	300.57	421.2
209215_at	TETRAN	70.83	75.47	83.67	66.83
202907_s_at	NBS1	143.93	130.57	104.73	123.6
211152_s_at	PRSS25	142.63	128.57	182.37	135.97
203164_at	SLC33A1	104.77	122.87	94.9	93.6
209323_at	PRKRIR	326.93	302.5	265.2	413.8
212551_at	CAP2	135.4	136.53	162.5	133.3
218212_s_at	MOCS2	67.87	80.9	65.77	79.13
216266_s_at	BIG1	99.37	81.77	96.93	72.47
203006_at	INPP5A	360.03	339.5	306.7	333.6
203146_s_at	GABBR1	236.93	174.17	251.23	206.83
37462_i_at	SF3A2	303.43	284.33	360.53	278.4
209407_s_at	DEAF1	379.53	437.8	409.03	297.4
203416_at	CD53	67.2	78.73	69	55.53
203196_at	ABCC4	108.83	113.83	97.2	97.5
203232_s_at	SCA1	113.87	109.13	97.8	92.13
48580_at	CGBP	422.3	384.83	440.47	381.63
203313_s_at	TGIF	58.13	72.53	70.53	64.63
204514_at	DPH2L2	65.67	70.6	79.23	76.57
212716_s_at	M9	891.97	916.63	762.57	785.2
203188_at	B3GNT6	282.03	310.03	286.07	280.03
219931_s_at	C3IP1	89.03	61	67.07	57.7
202496_at	RCD-8	100.93	91.73	89.9	72.17
221558_s_at	LEF1	142.3	153.9	109.97	126.77
203351_s_at	ORC4L	286.03	336.97	251.5	319.5
208024_s_at	DGCR6	412	382.13	459.67	336.43
213041_s_at	ATP5D	343.7	263.63	310.63	269.17
221873_at	JDP2	133.97	137.13	87.5	114.57
203201_at	PMM2	49.13	42.97	58.43	53.9
202930_s_at	SUCLA2	148.73	151.67	120.43	171.57
202355_s_at	GTF2F1	250.83	250.37	265.93	222.53
202957_at	HCLS1	40	40	40	40
216250_s_at	LPXN	90.67	74.23	96.13	73.33
205546_s_at	TYK2	158.97	141.33	178.5	137
202616_s_at	MECP2	70.63	73.27	80.77	91.13
202605_at	GUSB	412.2	447.2	432.87	481.93
203621_at	NDUFB5	356.43	347.33	342.7	353.57
213396_s_at	AKAP10	172.33	172.23	183.7	199.83
218400_at	OAS3	100.67	77.77	92.1	100.3
219625_s_at	COL4A3BP	105.17	91.53	72.27	87.97
209219_at	RDBP	496.7	595.53	553.1	508.53
209520_s_at	NCBP1	80.5	75.43	81.9	65.97
210981_s_at	GPRK6	89.73	121.77	141.13	106.23
204271_s_at	EDNRB	40	40	40	40
212296_at	POH1	879.73	946.2	855.57	1197.77
212628_at	---	157.27	140.93	118.43	164.17
203936_s_at	MMP9	51.67	47.07	58.57	45.47
202564_x_at	ARL2	303.43	277.97	273.93	161.6
202961_s_at	ATP5J2	1445.03	1330.67	1291.5	1138.5
203612_at	BYSL	214.5	218.7	225.3	237.43
218227_at	NUBP2	63.53	61.4	72.43	59.3
202726_at	LIG1	294.07	346.67	329.9	271.73
218120_s_at	HMOX2	135	132.8	153.4	132.77
202689_at	HUMAGCGB	156.3	161.63	200.83	152.8
203297_s_at	JMJ	374.7	375.47	342.93	332.03
209333_at	ULK1	121.13	80.03	133.13	105.53
202464_s_at	PFKFB3	78	101.9	106.2	146.87
205550_s_at	BRE	167.83	184.7	177.93	157.23
202696_at	OSR1	174.2	195.97	179.73	160.3
210639_s_at	APG5L	133.7	127.1	115.03	127.27
202399_s_at	AP3S2	420.97	401.53	429.1	386.13
34225_at	WHSC2	76.1	63.23	71.03	61.67
203576_at	BCAT2	158.1	150.9	186.43	151.63
217976_s_at	DNCLI1	62.23	76.4	63.07	96.87
213775_x_at	NP220	285.43	311.97	279.3	314.63
202820_at	AHR	41.3	40.67	40	62.2
203743_s_at	TDG	284.33	326.3	268.1	353.83
209685_s_at	PRKCB1	118.83	112.37	125.33	118.3
203586_s_at	ARF4L	78.77	99.93	88.23	93.43
209375_at	XPC	192.77	171.77	165.97	160.73
204427_s_at	RNP24	351.33	271.8	369.47	334.2
203198_at	CDK9	60.9	77.53	92	63.6
208002_s_at	BACH	506.47	507.73	511.2	447.2
202679_at	NPC1	203.57	180.63	211.3	193.33
209326_at	SLC35A2	128.8	126.7	139.27	132.1
202927_at	PIN1	213.27	218.47	177.7	194.07
204504_s_at	HIRIP3	277.93	261.53	246.97	205.37
209604_s_at	GATA3	256.47	235.47	181.17	244.8
203334_at	DDX8	93.4	101.7	96.67	111.57
209365_s_at	ECM1	88.27	72.37	87.53	78.1
38043_at	FAM3A	104	64.63	91.47	68.7
221191_at	DKFZP434A0131	112.27	86.73	99.83	93.33
203046_s_at	TIMELESS	313.37	286.13	296.33	299.67
204151_x_at	AKR1C1	113.5	131.53	139.7	114.07
202958_at	PTPN9	254.93	255.9	286.67	232.7
212552_at	HPCAL1	184.1	195.57	198.83	149.17
202252_at	RAB13	505.6	664.17	611.7	673.63
202858_at	U2AF1	1209.17	1395.37	1387.47	1373.4
218311_at	MAP4K3	48.17	50.3	43.83	60.47
213180_s_at	GOSR2	93.27	98.27	106.07	87.8
207717_s_at	PKP2	43.6	46.67	40	42.03
40446_at	PHF1	277.97	280.27	318.03	307.27
203130_s_at	KIF5C	267.37	287.6	279	293.27
222216_s_at	MRPL17	240.37	233.43	236.2	260.13
211519_s_at	KIF2C	219.87	190.4	234.4	137.6
218200_s_at	NDUFB2	1533.9	1477.5	1538.67	1395.03
203608_at	ALDH5A1	226.1	217.47	188.27	211.87
203291_at	CNOT4	69.57	77.07	69.37	96.33
212604_at	MRPS31	138.83	153.47	86.87	135.83
203531_at	---	395.27	382.43	301.83	538.6
221523_s_at	RAGD	229.23	249.57	209.5	226.03
202862_at	FAH	73.43	79.43	66.6	55
218253_s_at	LGTN	242.4	253.4	248.73	249.47
202557_at	STCH	103.77	135.7	99.5	164.37
209239_at	NFKB1	99.83	77	154.9	183.73
221508_at	JIK	40	41.83	40	40.1
218267_at	CINP	63.67	63.93	50.97	48.37
203132_at	RB1	88.2	86	57.37	78.63
212501_at	CEBPB	155.1	127.37	148.17	183.8
203140_at	BCL6	45.43	42.7	40	59.53
207438_s_at	RNUT1	240.33	254.47	218.23	239.93
203316_s_at	SNRPE	1196.63	1237.9	1203.73	1358.37
202951_at	STK38	233.4	243.83	185.9	228.83
203054_s_at	TCTA	191.93	216.2	212.53	195.13
218221_at	ARNT	40	40	40	40
218263_s_at	LOC58486	238.63	245.07	247	319.23
40569_at	ZNF42	200.97	200.77	188.1	178.53
218357_s_at	TIMM8B	1136.53	1123.43	1183.1	954.57
222258_s_at	SH3BP4	196.33	242.03	214.13	220.6
202780_at	OXCT	241.07	229.4	249.4	250.6
203025_at	ARD1	530.43	611.47	516.27	503.9
209253_at	SCAM-1	124.43	94.5	128.47	82.57
32541_at	PPP3CC	40	40	40	40
32540_at	PPP3CC	40.27	40	40	40
218318_s_at	NLK	53.93	44.73	46.23	47.23
212672_at	ATM	61.77	52.6	66.8	43.57
209268_at	VPS45A	182.43	190.47	172.47	157.7
206989_s_at	SFRS2IP	202.7	180.9	133.63	206.8
202520_s_at	MLH1	506	557.37	516.87	489.73
207105_s_at	PIK3R2	77.3	56.87	106.37	68.1
202893_at	UNC13	136.87	105.83	139.6	121.27
209194_at	CETN2	260.7	257.5	216.3	292.47
202636_at	ZFP103	285.07	282.07	404.7	383.73
203741_s_at	ADCY7	40	40	40	40
209311_at	BCL2L2	80.63	91.27	98.73	85.27
218426_s_at	TRIAD3	105.9	77.9	93.7	77.13
202670_at	MAP2K1	519.07	586.13	505.67	571.1
203031_s_at	UROS	162.27	171.73	154.37	150.2
204466_s_at	SNCA	126.07	136.67	135.43	125.37
212517_at	ATRN	78.37	71.97	94.77	73.4
202872_at	ATP6V1C1	41.5	40.03	42.1	46.3
37652_at	CABIN1	157	134.7	156.6	117.53
221805_at	NEFL	343.03	328.97	269.87	245.27
202600_s_at	NRIP1	61.37	79.1	47.4	57.5
203235_at	THOP1	142.93	108.3	148.7	112.27
202567_at	SNRPD3	1103.53	1056.3	979.23	1100.17
203309_s_at	HPS1	41.17	45.57	42.23	43.83
218544_s_at	RNAC	122.63	112.93	114.97	140.97
212724_at	ARHE	410.63	404.77	440.1	543.7
207808_s_at	PROS1	90.23	92.87	98.43	83.57
218189_s_at	NANS	243.57	242.1	269.23	225.23
203397_s_at	GALNT3	50.17	40	40	48.67
209420_s_at	SMPD1	81.6	69.1	81.1	75.97
203184_at	FBN2	342.9	381.97	374.4	337.4
203103_s_at	NMP200	514.63	496.37	526.07	391.63
203090_at	SDF2	177.4	177.27	145.53	140.77
203269_at	NSMAF	88.07	99.23	107	121.2
203446_s_at	OCRL	218.1	227.97	218.8	212.4
41657_at	STK11	164.07	151.5	221.47	118.93
202393_s_at	TIEG	197.5	196.33	234.1	344.33
204299_at	FUSIP1	52.83	54.57	47.33	47.5
202432_at	PPP3CB	320.93	308.77	279.93	287.97
203961_at	NEBL	80.67	78.93	60.2	94.9
203845_at	PCAF	49.57	56.87	43.53	52.97
211337_s_at	76P	180.43	172.13	163.57	166.33
218111_s_at	CMAS	83.33	86.7	73.37	97.47
203410_at	AP3M2	188.93	171.3	173.13	163.13
209738_x_at	PSG6	41.8	42.83	49.6	42.9
35160_at	LDB1	49.97	44.67	56.77	52.73
212876_at	B4GALT4	53.97	54.03	62.33	61.13
202871_at	TRAF4	151.03	155.37	175.23	177.57
204457_s_at	GAS1	189.3	178.97	119.5	126.8
202727_s_at	IFNGR1	224.4	219.83	220.3	324.67
202423_at	RUNXBP2	412.03	410.7	386.13	407.9
203176_s_at	TFAM	144.87	132.97	136.47	126.33
204446_s_at	ALOX5	40	40	40	40
202562_s_at	C14orf1	175.87	204.1	155.8	191.4
202785_at	NDUFA7	300.33	332.87	343.6	347.63
204309_at	CYP11A1	40	40	41.2	40
207876_s_at	FLNC	72.77	85.33	95.77	73.2
203484_at	SEC61G	572.23	520.37	544.47	620.83
205022_s_at	CHES1	115.43	121.93	88.2	75.57
204127_at	RFC3	465.3	491.7	449.37	691.43
202804_at	ABCC1	165.73	193.6	178.07	183
203011_at	IMPA1	204.83	250.9	200.2	342.6
202667_s_at	HKE4	104.13	98.43	81.03	61.37
203562_at	FEZ1	93.3	93.4	98.47	105.17
209369_at	ANXA3	43.17	49.5	45.33	43.07
222033_s_at	FLT1	40.97	40.27	40	41.23
203947_at	CSTF3	435.57	446.63	329.67	488.8
202522_at	PITPNB	797.17	795.17	823.2	1224.33
218237_s_at	SLC38A1	430.73	461.07	397.6	423.03
1316_at	THRA	44.3	48.23	44.57	42.6
203718_at	NTE	171.87	148.6	179.97	97.8
203655_at	XRCC1	95.03	85.5	86.17	72.9
202936_s_at	SOX9	178.87	180.03	218.97	227.27
202381_at	ADAM9	156.03	153.53	107.47	183.6
219537_x_at	DLL3	46.5	50.8	50.9	47.13
203569_s_at	OFD1	532.33	501.6	596.73	637.27
209757_s_at	MYCN	45.93	56.43	48.13	44.93
204212_at	PTE1	165.07	169.43	189.4	166.9
203166_at	CFDP1	250.87	284.87	220.23	273.47
209464_at	STK12	269.9	268.43	250.57	198.83
37012_at	CAPZB	530.87	476.9	523.5	424.87
210094_s_at	PARD3	95.97	105.6	108	85.57
209433_s_at	PPAT	75.33	63.4	84.1	83.87
202807_s_at	TOM1	71.23	69.5	82.57	61.77
203126_at	IMPA2	130	122.07	110.9	79.97
160020_at	MMP14	76.47	72.07	98.23	83.03
203145_at	SPAG5	306.27	355.87	336.23	238.1
209509_s_at	DPAGT1	160.1	159.73	159.63	131.3
203881_s_at	DMD	94.57	86.93	61.43	70
203704_s_at	RREB1	125.73	132.57	121.87	127.03
207039_at	CDKN2A	410.33	438.6	407.93	412.27
203306_s_at	SLC35A1	161.87	161.23	100.3	133.47
204287_at	SYNGR1	68.1	57.13	74.53	52.23
210849_s_at	VPS41	235.1	170.03	170.27	169.83
202794_at	INPP1	261.03	266.4	213.73	242.13
203600_s_at	C4orf8	246.9	202.93	248.6	234.77
218122_s_at	SENP2	150.57	148.83	197.83	146.67
218467_at	HCCA3	666.23	732.3	598.53	765.47
209438_at	PHKA2	59.27	55.53	59.63	68.57
213313_at	GAPCENA	474.93	423.5	384.2	497.6
202954_at	UBE2C	1247.43	1092.23	1174.03	696.83
202764_at	STIM1	98.63	79.73	111.7	74.47
202769_at	CCNG2	103.5	81.57	86.37	96.2
219226_at	CRK7	47.3	60.33	59.8	55.43
212920_at	---	45.1	42.33	40.77	45.13
218264_at	BCCIP	94.9	98.57	79.87	93.8
208398_s_at	TBPL1	167.27	148.93	141.5	224.5
218236_s_at	PRKCN	175.7	173.23	154.7	177
203230_at	DVL1	115.5	106.6	127.37	91.87
202941_at	NDUFV2	539.67	653.1	660.9	658.37
218563_at	NDUFA3	639.97	606.73	532.37	425.97
218213_s_at	C11orf10	1128	924.9	918.1	864.03
203274_at	F8A	167.67	180.8	179.6	174.07
215916_at	MINK	41.07	40	40.6	40
218476_at	POMT1	160.1	178.4	173.07	144.93
203391_at	FKBP2	108.7	75.1	99.67	105.5
206953_s_at	LPHH1	142.53	152.93	120	111.6
203575_at	CSNK2A2	126.4	166.8	161.03	161.97
202666_s_at	BAF53A	97.93	104.53	79.97	99.93
203454_s_at	ATOX1	173.63	175.13	203.97	148.23
204143_s_at	HSRTSBETA	159.43	119.27	150.73	129.77
203388_at	ARRB2	156.17	163.97	172.9	100.33
207551_s_at	MSL3L1	190.3	176.4	145.9	171.57
203073_at	COG2	206.97	200.7	201.57	192.17
203686_at	MPG	142.13	126.53	131	115.07
203315_at	NCK2	389.77	384.57	336.37	332.1
202908_at	WFS1	139.7	134.27	167.53	124.33
202846_s_at	PIGC	194.1	253.57	206.93	214
203359_s_at	MYCBP	156.8	157	136.73	148.73
48825_at	ING4	84.93	86.33	68.37	51.03
209667_at	---	134.87	149.13	129.83	142.77
202383_at	SMCX	298.6	208.8	324.07	196.2
202777_at	SHOC2	196.73	214	186.53	235.8
203898_at	RCP9	56.27	58.07	50.37	58.57
214437_s_at	SHMT2	161.8	155.9	159.97	148.1
221645_s_at	ZNF83	98.93	80.53	89.1	102.57
218283_at	SS18L2	184.47	179.83	149.87	178.27
218160_at	NDUFA8	444.77	488.27	401.67	455.87
202991_at	STARD3	101.97	62.43	82.37	65.23
218138_at	MKKS	121.43	137.57	106	114.37
218445_at	H2AFY2	79.6	95.43	85.03	116.07
207559_s_at	ZNF261	226.87	244.07	255.33	190.83
222077_s_at	RACGAP1	301	320.2	259.23	316.83
218152_at	HMG20A	219.97	214	208.53	211.07
203570_at	LOXL1	126.93	124.87	142.67	105.83
203650_at	PROCR	56.93	51.4	67.23	53.57
206649_s_at	TFE3	92.33	89.67	117.9	100.37
202581_at	HSPA1B	437.83	420.9	382.27	483.33
214290_s_at	HIST2H2AA	739.4	680.73	771.8	463.2
202703_at	DUSP11	176.83	138.37	198.03	223.13
210378_s_at	SSNA1	263.13	253.73	293.73	211.9
207618_s_at	BCS1L	259.63	266.53	249.17	214.27
211208_s_at	CASK	247.77	269.83	250.63	253.7
202892_at	CDC23	251.3	295.27	233.07	306.2
