	chrom	start	end	gid	gname	tid	strand	biotype	byname.uniq	bygid.uniq
165220	chrX	14726671	14730295	FBgn0030582	CG14411	FBtr0073946	+	protein_coding	FALSE	FALSE
180958	chrX	14474641	14476207	FBgn0030571	CG14414	FBtr0073930	+	protein_coding	FALSE	FALSE
180964	chrX	14474660	14476207	FBgn0030571	CG14414	FBtr0073932	+	protein_coding	FALSE	FALSE
122930	chrX	2776259	2777694	FBgn0040354	CG14418	FBtr0070565	-	protein_coding	FALSE	FALSE
61583	chrX	6733455	6737953	FBgn0029911	CG14435	FBtr0071042	-	protein_coding	FALSE	FALSE
185708	chrX	6653770	6664530	FBgn0029899	CG14438	FBtr0070962	+	protein_coding	FALSE	FALSE
15822	chrX	6641582	6649785	FBgn0029898	CG14439	FBtr0302356	+	protein_coding	FALSE	FALSE
15826	chrX	6641582	6649785	FBgn0029898	CG14439	FBtr0070960	+	protein_coding	FALSE	FALSE
71780	chrX	6590799	6592600	FBgn0029894	CG14440	FBtr0310419	-	protein_coding	FALSE	FALSE
154060	chrX	6593541	6611466	FBgn0029895	CG14441	FBtr0332893	+	protein_coding	FALSE	FALSE
154079	chrX	6603120	6611466	FBgn0029895	CG14441	FBtr0332892	+	protein_coding	FALSE	FALSE
154088	chrX	6593541	6611466	FBgn0029895	CG14441	FBtr0332894	+	protein_coding	FALSE	FALSE
24334	chrX	6583329	6589034	FBgn0029893	CG14442	FBtr0300772	-	protein_coding	FALSE	FALSE
65233	chrX	6131350	6134591	FBgn0029851	CG14445	FBtr0070893	+	protein_coding	FALSE	FALSE
69982	chrX	6119680	6125624	FBgn0262730	CG14446	FBtr0307165	+	protein_coding	FALSE	FALSE
163029	chr3L	22719334	22720889	FBgn0037184	CG14450	FBtr0078537	-	protein_coding	FALSE	FALSE
66552	chr3L	22685184	22685628	FBgn0037177	CG14454	FBtr0331776	-	protein_coding	FALSE	FALSE
190282	chr3L	22680465	22681388	FBgn0037176	CG14456	FBtr0078518	+	protein_coding	FALSE	FALSE
25076	chr3L	22663056	22673134	FBgn0037174	CG14457	FBtr0078517	+	protein_coding	FALSE	FALSE
25083	chr3L	22663056	22673134	FBgn0037174	CG14457	FBtr0331774	+	protein_coding	FALSE	FALSE
144641	chrX	21471627	21475716	FBgn0027588	CG14476	FBtr0070062	-	protein_coding	FALSE	FALSE
144646	chrX	21471627	21475963	FBgn0027588	CG14476	FBtr0070061	-	protein_coding	FALSE	FALSE
144652	chrX	21471627	21476226	FBgn0027588	CG14476	FBtr0070059	-	protein_coding	FALSE	FALSE
144658	chrX	21471627	21476209	FBgn0027588	CG14476	FBtr0070060	-	protein_coding	FALSE	FALSE
14775	chr2R	13348103	13353085	FBgn0028953	CG14478	FBtr0086922	+	protein_coding	FALSE	FALSE
19097	chr2R	13452298	13453357	FBgn0034242	CG14480	FBtr0304733	+	protein_coding	FALSE	FALSE
172999	chr2R	13459838	13460256	FBgn0034245	CG14482	FBtr0086905	-	protein_coding	FALSE	FALSE
181747	chr2R	13473140	13473659	FBgn0034248	CG14483	FBtr0086902	-	protein_coding	FALSE	FALSE
100560	chr2R	14176726	14182217	FBgn0034321	CG14502	FBtr0086756	+	protein_coding	FALSE	FALSE
100570	chr2R	14179838	14182217	FBgn0034321	CG14502	FBtr0086757	+	protein_coding	FALSE	FALSE
31076	chr2R	14190450	14191482	FBgn0034327	CG14505	FBtr0110803	-	protein_coding	FALSE	FALSE
25365	chr3R	24999256	25020715	FBgn0039647	CG14509	FBtr0113304	-	protein_coding	FALSE	FALSE
7134	chr3R	24964619	24971515	FBgn0039640	CG14516	FBtr0085383	+	protein_coding	FALSE	FALSE
118124	chr3L	22059007	22060067	FBgn0037149	CG14561	FBtr0078480	+	protein_coding	FALSE	FALSE
48970	chr3L	21935321	21942552	FBgn0037142	CG14562	FBtr0078472	+	protein_coding	FALSE	FALSE
74701	chr3L	21732579	21733409	FBgn0037127	CG14566	FBtr0332768	-	protein_coding	FALSE	FALSE
191358	chr2R	2024808	2025916	FBgn0033063	CG14589	FBtr0304730	+	protein_coding	FALSE	FALSE
191362	chr2R	2024808	2025916	FBgn0033063	CG14589	FBtr0085978	+	protein_coding	FALSE	FALSE
59218	chr2R	1924063	1927840	FBgn0033054	CG14591	FBtr0302827	-	protein_coding	FALSE	FALSE
59224	chr2R	1924063	1927840	FBgn0033054	CG14591	FBtr0086026	-	protein_coding	FALSE	FALSE
59236	chr2R	1924063	1927840	FBgn0033054	CG14591	FBtr0086025	-	protein_coding	FALSE	FALSE
189725	chr3R	3043401	3045427	FBgn0037486	CG14605	FBtr0332536	-	protein_coding	FALSE	FALSE
189733	chr3R	3043401	3045427	FBgn0037486	CG14605	FBtr0081601	-	protein_coding	FALSE	FALSE
85369	chr3R	3040061	3042805	FBgn0037485	CG14606	FBtr0081603	-	protein_coding	FALSE	FALSE
112350	chrX	21853392	21857264	FBgn0031186	CG14614	FBtr0077368	-	protein_coding	FALSE	FALSE
112356	chrX	21853392	21857264	FBgn0031186	CG14614	FBtr0305147	-	protein_coding	FALSE	FALSE
42113	chrX	21858727	21870311	FBgn0031187	CG14619	FBtr0077348	+	protein_coding	FALSE	FALSE
42125	chrX	21857641	21870311	FBgn0031187	CG14619	FBtr0309238	+	protein_coding	FALSE	FALSE
42137	chrX	21857641	21870311	FBgn0031187	CG14619	FBtr0077349	+	protein_coding	FALSE	FALSE
42150	chrX	21857641	21870311	FBgn0031187	CG14619	FBtr0077346	+	protein_coding	FALSE	FALSE
42162	chrX	21858282	21870311	FBgn0031187	CG14619	FBtr0077347	+	protein_coding	FALSE	FALSE
42174	chrX	21868392	21870265	FBgn0031187	CG14619	FBtr0077350	+	protein_coding	FALSE	FALSE
171728	chrX	1075901	1077535	FBgn0040361	CG14627	FBtr0310612	+	protein_coding	FALSE	FALSE
58699	chrX	12504302	12505632	FBgn0030406	CG1463	FBtr0310434	-	protein_coding	FALSE	FALSE
156167	chrX	756645	757232	FBgn0040892	CG14634	FBtr0310163	+	protein_coding	FALSE	FALSE
156173	chrX	756641	757234	FBgn0040892	CG14634	FBtr0310164	+	protein_coding	FALSE	FALSE
135805	chr3R	30207	41011	FBgn0037217	CG14636	FBtr0111206	-	protein_coding	FALSE	FALSE
65805	chr3R	66922	68508	FBgn0037222	CG14642	FBtr0089687	-	protein_coding	FALSE	FALSE
65811	chr3R	66767	68508	FBgn0037222	CG14642	FBtr0089688	-	protein_coding	FALSE	FALSE
180941	chr3R	216097	217721	FBgn0037241	CG14646	FBtr0302339	+	protein_coding	FALSE	FALSE
108085	chr3R	779228	780974	FBgn0037288	CG14661	FBtr0078848	-	protein_coding	FALSE	FALSE
73163	chr3R	1200792	1202183	FBgn0037317	CG14667	FBtr0100433	+	protein_coding	FALSE	FALSE
21275	chr3R	6579052	6581356	FBgn0037829	CG14691	FBtr0082313	-	protein_coding	FALSE	FALSE
174507	chr3R	6639471	6640769	FBgn0037837	CG14693	FBtr0300079	-	protein_coding	FALSE	FALSE
174513	chr3R	6637303	6639356	FBgn0037837	CG14693	FBtr0082301	-	protein_coding	FALSE	FALSE
156782	chr3R	7866250	7869175	FBgn0037986	CG14736	FBtr0301723	+	protein_coding	FALSE	FALSE
156792	chr3R	7866250	7869175	FBgn0037986	CG14736	FBtr0301722	+	protein_coding	FALSE	FALSE
77868	chr3R	7894964	7905650	FBgn0037989	CG14741	FBtr0307016	-	protein_coding	FALSE	FALSE
77888	chr3R	7894964	7905650	FBgn0037989	CG14741	FBtr0300351	-	protein_coding	FALSE	FALSE
77909	chr3R	7894964	7905650	FBgn0037989	CG14741	FBtr0307017	-	protein_coding	FALSE	FALSE
36869	chr2R	3896624	3901259	FBgn0033250	CG14762	FBtr0088867	-	protein_coding	FALSE	FALSE
57642	chr2R	3839234	3843377	FBgn0033236	CG14764	FBtr0305127	-	protein_coding	FALSE	FALSE
124049	chr2R	4605522	4611135	FBgn0040777	CG14767	FBtr0088720	-	protein_coding	FALSE	FALSE
124054	chr2R	4605522	4611342	FBgn0040777	CG14767	FBtr0088719	-	protein_coding	FALSE	FALSE
64132	chrX	1361526	1362725	FBgn0026872	CG14777	FBtr0300352	+	protein_coding	FALSE	FALSE
175068	chrX	1577280	1578924	FBgn0029587	CG14797	FBtr0273400	+	protein_coding	FALSE	FALSE
82168	chrX	1774564	1775465	FBgn0029594	CG14806	FBtr0331384	+	protein_coding	FALSE	FALSE
113917	chrX	1713528	1714374	FBgn0029589	CG14810	FBtr0070374	-	protein_coding	FALSE	FALSE
135909	chrX	1752004	1753029	FBgn0026090	CG14812	FBtr0070372	-	protein_coding	FALSE	FALSE
96900	chrX	1756168	1759868	FBgn0023515	CG14814	FBtr0070369	-	protein_coding	FALSE	FALSE
96906	chrX	1756168	1759868	FBgn0023515	CG14814	FBtr0070370	-	protein_coding	FALSE	FALSE
28843	chrX	1773052	1773613	FBgn0026088	CG14818	FBtr0070364	-	protein_coding	FALSE	FALSE
73806	chr3L	7059414	7061332	FBgn0035734	CG14823	FBtr0076906	+	protein_coding	FALSE	FALSE
73811	chr3L	7059414	7061332	FBgn0035734	CG14823	FBtr0076905	+	protein_coding	FALSE	FALSE
118446	chr3L	7227612	7228762	FBgn0035750	CG14826	FBtr0076833	+	protein_coding	FALSE	FALSE
161849	chr3L	7243818	7257020	FBgn0035755	CG14830	FBtr0076888	-	protein_coding	FALSE	FALSE
161855	chr3L	7243818	7257020	FBgn0035755	CG14830	FBtr0309298	-	protein_coding	FALSE	FALSE
15892	chr3R	10435364	10444143	FBgn0038246	CG14853	FBtr0334028	+	protein_coding	FALSE	FALSE
15901	chr3R	10439535	10444143	FBgn0038246	CG14853	FBtr0082961	+	protein_coding	FALSE	FALSE
23743	chrX	21195094	21199177	FBgn0031174	CG1486	FBtr0077191	+	protein_coding	FALSE	FALSE
102110	chr3R	11092406	11094151	FBgn0038311	CG14864	FBtr0083128	-	protein_coding	FALSE	FALSE
14104	chr3R	11142365	11144012	FBgn0038315	CG14866	FBtr0273405	+	protein_coding	FALSE	FALSE
140869	chr3R	11267968	11301915	FBgn0038341	CG14869	FBtr0083159	-	protein_coding	FALSE	FALSE
113940	chr3R	11333781	11334560	FBgn0038346	CG14872	FBtr0083157	-	protein_coding	FALSE	FALSE
115937	chr3R	12171855	12174946	FBgn0038419	CG14879	FBtr0083326	-	protein_coding	FALSE	FALSE
92568	chr3R	12186051	12194026	FBgn0038422	CG14880	FBtr0083320	-	protein_coding	FALSE	FALSE
172230	chr3R	12260647	12261788	FBgn0038425	CG14881	FBtr0083287	+	protein_coding	FALSE	FALSE
181703	chr3R	12398901	12399474	FBgn0038446	CG14903	FBtr0083303	-	protein_coding	FALSE	FALSE
105746	chr3R	12476939	12478029	FBgn0038455	CG14907	FBtr0083354	-	protein_coding	FALSE	FALSE
632	chr2L	11519819	11520417	FBgn0032365	CG14929	FBtr0321292	+	protein_coding	FALSE	FALSE
189031	chr2L	11789604	11791011	FBgn0032375	CG14932	FBtr0300384	+	protein_coding	FALSE	FALSE
106271	chr2L	11842828	11843661	FBgn0040968	CG14933	FBtr0333422	+	protein_coding	FALSE	FALSE
94681	chrX	21156328	21163219	FBgn0031169	CG1494	FBtr0332306	+	protein_coding	FALSE	FALSE
143870	chr2L	12049895	12052049	FBgn0032402	CG14945	FBtr0080295	+	protein_coding	FALSE	FALSE
7118	chr2L	12063523	12066772	FBgn0032405	CG14946	FBtr0305265	-	protein_coding	FALSE	FALSE
114498	chr3L	3110128	3111227	FBgn0035399	CG14955	FBtr0307169	-	protein_coding	FALSE	FALSE
7152	chr3L	3163786	3165088	FBgn0035407	CG14962	FBtr0073112	-	protein_coding	FALSE	FALSE
46643	chr3L	3299336	3302416	FBgn0035431	CG14968	FBtr0073087	-	protein_coding	FALSE	FALSE
46647	chr3L	3299336	3300968	FBgn0035431	CG14968	FBtr0073090	-	protein_coding	FALSE	FALSE
46650	chr3L	3299336	3301142	FBgn0035431	CG14968	FBtr0073089	-	protein_coding	FALSE	FALSE
46654	chr3L	3299336	3301142	FBgn0035431	CG14968	FBtr0073088	-	protein_coding	FALSE	FALSE
4839	chr3L	3620433	3621032	FBgn0040694	CG14974	FBtr0332073	-	protein_coding	FALSE	FALSE
45695	chr3L	3896900	3897498	FBgn0035469	CG14977	FBtr0330095	+	protein_coding	FALSE	FALSE
90859	chr3L	3942850	3946447	FBgn0035477	CG14982	FBtr0073163	+	protein_coding	FALSE	FALSE
54389	chr3L	3951193	3952420	FBgn0035480	CG14984	FBtr0290224	-	protein_coding	FALSE	FALSE
15933	chr3L	4003480	4005577	FBgn0035482	CG14985	FBtr0307170	+	protein_coding	FALSE	FALSE
91606	chr3L	4087581	4090900	FBgn0035495	CG14989	FBtr0308361	+	protein_coding	FALSE	FALSE
91611	chr3L	4087581	4091302	FBgn0035495	CG14989	FBtr0308362	+	protein_coding	FALSE	FALSE
115654	chr3L	4094343	4102697	FBgn0035497	CG14995	FBtr0310630	-	protein_coding	FALSE	FALSE
115664	chr3L	4094343	4102697	FBgn0035497	CG14995	FBtr0073272	-	protein_coding	FALSE	FALSE
115674	chr3L	4094343	4101214	FBgn0035497	CG14995	FBtr0302304	-	protein_coding	FALSE	FALSE
115682	chr3L	4094343	4102960	FBgn0035497	CG14995	FBtr0073271	-	protein_coding	FALSE	FALSE
115693	chr3L	4094343	4102697	FBgn0035497	CG14995	FBtr0300877	-	protein_coding	FALSE	FALSE
115703	chr3L	4094343	4102384	FBgn0035497	CG14995	FBtr0073273	-	protein_coding	FALSE	FALSE
73096	chr3L	4240308	4242603	FBgn0035515	CG14997	FBtr0073226	+	protein_coding	FALSE	FALSE
162127	chr3L	4405214	4406059	FBgn0035541	CG15019	FBtr0073335	-	protein_coding	FALSE	FALSE
183947	chr3L	4460622	4461371	FBgn0035548	CG15023	FBtr0290225	-	protein_coding	FALSE	FALSE
62634	chrX	18152867	18153489	FBgn0030905	CG15059	FBtr0074584	-	protein_coding	FALSE	FALSE
126631	chr2R	14272535	14273093	FBgn0034331	CG15067	FBtr0300844	-	protein_coding	FALSE	FALSE
55192	chr2R	14718598	14720746	FBgn0034397	CG15082	FBtr0086617	+	protein_coding	FALSE	FALSE
161461	chr2R	14571732	14574280	FBgn0034374	CG15086	FBtr0299527	-	protein_coding	FALSE	FALSE
74737	chr2R	14663174	14664478	FBgn0034390	CG15093	FBtr0086640	-	protein_coding	FALSE	FALSE
74742	chr2R	14663174	14664478	FBgn0034390	CG15093	FBtr0303846	-	protein_coding	FALSE	FALSE
138016	chr2R	14695841	14698963	FBgn0034394	CG15096	FBtr0086633	-	protein_coding	FALSE	FALSE
164591	chr2R	14709693	14717204	FBgn0034396	CG15097	FBtr0303237	-	protein_coding	FALSE	FALSE
164598	chr2R	14709693	14717204	FBgn0034396	CG15097	FBtr0330605	-	protein_coding	FALSE	FALSE
164605	chr2R	14709693	14713243	FBgn0034396	CG15097	FBtr0086630	-	protein_coding	FALSE	FALSE
184366	chr2R	14724326	14734124	FBgn0034400	CG15099	FBtr0330054	-	protein_coding	FALSE	FALSE
119921	chr2R	14858814	14860042	FBgn0041702	CG15107	FBtr0086600	-	protein_coding	FALSE	FALSE
88112	chr2R	14946926	14948571	FBgn0034416	CG15109	FBtr0100137	+	protein_coding	FALSE	FALSE
88116	chr2R	14946926	14948575	FBgn0034416	CG15109	FBtr0299568	+	protein_coding	FALSE	FALSE
103747	chr2R	15024882	15028539	FBgn0034419	CG15111	FBtr0086580	+	protein_coding	FALSE	FALSE
172102	chr2R	15009735	15015127	FBgn0034417	CG15117	FBtr0086594	-	protein_coding	FALSE	FALSE
172112	chr2R	15009735	15014724	FBgn0034417	CG15117	FBtr0100129	-	protein_coding	FALSE	FALSE
18639	chr2R	15021222	15024682	FBgn0034418	CG15118	FBtr0086590	-	protein_coding	FALSE	FALSE
18648	chr2R	15021222	15024368	FBgn0034418	CG15118	FBtr0086592	-	protein_coding	FALSE	FALSE
18664	chr2R	15021232	15024672	FBgn0034418	CG15118	FBtr0113096	-	protein_coding	FALSE	FALSE
18672	chr2R	15021222	15024672	FBgn0034418	CG15118	FBtr0086591	-	protein_coding	FALSE	FALSE
131502	chr2R	5770077	5773973	FBgn0033463	CG1513	FBtr0302176	-	protein_coding	FALSE	FALSE
131528	chr2R	5770077	5773973	FBgn0033463	CG1513	FBtr0331955	-	protein_coding	FALSE	FALSE
32749	chr2L	20423106	20424660	FBgn0032860	CG15130	FBtr0307019	-	protein_coding	FALSE	FALSE
112459	chr2L	17047161	17048068	FBgn0032625	CG15136	FBtr0080954	-	protein_coding	FALSE	FALSE
159302	chr2L	17625746	17626346	FBgn0032654	CG15147	FBtr0080988	-	protein_coding	FALSE	FALSE
177807	chr2L	18154864	18155942	FBgn0032669	CG15155	FBtr0329926	+	protein_coding	FALSE	FALSE
65569	chr2R	5738208	5748264	FBgn0027580	CG1516	FBtr0088457	-	protein_coding	FALSE	FALSE
65576	chr2R	5738208	5743915	FBgn0027580	CG1516	FBtr0088460	-	protein_coding	FALSE	FALSE
65584	chr2R	5738208	5743915	FBgn0027580	CG1516	FBtr0088459	-	protein_coding	FALSE	FALSE
65591	chr2R	5738208	5749048	FBgn0027580	CG1516	FBtr0088454	-	protein_coding	FALSE	FALSE
65599	chr2R	5738208	5748264	FBgn0027580	CG1516	FBtr0088458	-	protein_coding	FALSE	FALSE
65607	chr2R	5738208	5749048	FBgn0027580	CG1516	FBtr0088455	-	protein_coding	FALSE	FALSE
65614	chr2R	5738208	5748264	FBgn0027580	CG1516	FBtr0088456	-	protein_coding	FALSE	FALSE
65629	chr2R	5738208	5748264	FBgn0027580	CG1516	FBtr0300850	-	protein_coding	FALSE	FALSE
65638	chr2R	5738208	5743915	FBgn0027580	CG1516	FBtr0088462	-	protein_coding	FALSE	FALSE
65644	chr2R	5738208	5743915	FBgn0027580	CG1516	FBtr0088461	-	protein_coding	FALSE	FALSE
113661	chr2L	19023018	19023646	FBgn0032740	CG15172	FBtr0321272	+	protein_coding	FALSE	FALSE
113663	chr2L	19022417	19023644	FBgn0032740	CG15172	FBtr0081140	+	protein_coding	FALSE	FALSE
113666	chr2L	19023018	19023644	FBgn0032740	CG15172	FBtr0321271	+	protein_coding	FALSE	FALSE
167132	chrX	20920991	20924964	FBgn0031149	CG1518	FBtr0332849	-	protein_coding	FALSE	FALSE
72892	chr3R	2312711	2320747	FBgn0037448	CG15186	FBtr0308039	+	protein_coding	FALSE	FALSE
72910	chr3R	2314562	2320747	FBgn0037448	CG15186	FBtr0308036	+	protein_coding	FALSE	FALSE
72918	chr3R	2308518	2320747	FBgn0037448	CG15186	FBtr0081674	+	protein_coding	FALSE	FALSE
72926	chr3R	2304052	2320747	FBgn0037448	CG15186	FBtr0308037	+	protein_coding	FALSE	FALSE
72936	chr3R	2312711	2320747	FBgn0037448	CG15186	FBtr0081673	+	protein_coding	FALSE	FALSE
72944	chr3R	2308518	2320747	FBgn0037448	CG15186	FBtr0081672	+	protein_coding	FALSE	FALSE
97591	chrX	11303980	11305700	FBgn0030296	CG15196	FBtr0309222	+	protein_coding	FALSE	FALSE
177959	chrX	11034507	11035089	FBgn0030270	CG15199	FBtr0307189	-	protein_coding	FALSE	FALSE
15860	chrX	11036574	11037593	FBgn0030271	CG15202	FBtr0073438	+	protein_coding	FALSE	FALSE
11328	chrX	10666577	10673014	FBgn0030234	CG15211	FBtr0073376	+	protein_coding	FALSE	FALSE
11333	chrX	10666577	10673014	FBgn0030234	CG15211	FBtr0112975	+	protein_coding	FALSE	FALSE
11338	chrX	10666577	10673014	FBgn0030234	CG15211	FBtr0112976	+	protein_coding	FALSE	FALSE
143617	chr2L	22104891	22105512	FBgn0040519	CG15219	FBtr0085944	-	protein_coding	FALSE	FALSE
96208	chr2R	2715913	2725865	FBgn0033108	CG15236	FBtr0086161	+	protein_coding	FALSE	FALSE
83720	chrX	9782323	9783193	FBgn0030161	CG15249	FBtr0112966	-	protein_coding	FALSE	FALSE
100044	chrX	9872238	9874593	FBgn0030167	CG15252	FBtr0307590	-	protein_coding	FALSE	FALSE
151885	chr2L	15550451	15551364	FBgn0028880	CG15256	FBtr0300847	+	protein_coding	FALSE	FALSE
126672	chr2L	15074776	15096915	FBgn0028879	CG15270	FBtr0080703	+	protein_coding	FALSE	FALSE
126688	chr2L	15074776	15096915	FBgn0028879	CG15270	FBtr0332180	+	protein_coding	FALSE	FALSE
126706	chr2L	15074776	15096915	FBgn0028879	CG15270	FBtr0080702	+	protein_coding	FALSE	FALSE
155558	chr2L	14875114	14876236	FBgn0032554	CG15278	FBtr0305558	-	protein_coding	FALSE	FALSE
53276	chr2L	14844993	14849188	FBgn0028886	CG15279	FBtr0080686	-	protein_coding	FALSE	FALSE
53291	chr2L	14844993	14851749	FBgn0028886	CG15279	FBtr0080685	-	protein_coding	FALSE	FALSE
121350	chr2L	14712665	14713118	FBgn0028855	CG15282	FBtr0302946	+	protein_coding	FALSE	FALSE
135531	chrX	20899679	20902977	FBgn0031144	CG1529	FBtr0114624	-	protein_coding	FALSE	FALSE
25724	chrX	10459875	10460624	FBgn0030215	CG15296	FBtr0071512	-	protein_coding	FALSE	FALSE
81915	chrX	10224193	10225851	FBgn0030191	CG15306	FBtr0071471	-	protein_coding	FALSE	FALSE
53624	chrX	10112039	10113172	FBgn0040941	CG15308	FBtr0332897	-	protein_coding	FALSE	FALSE
97186	chrX	10100626	10106407	FBgn0030183	CG15309	FBtr0112974	-	protein_coding	FALSE	FALSE
97192	chrX	10099325	10104216	FBgn0030183	CG15309	FBtr0332899	-	protein_coding	FALSE	FALSE
97196	chrX	10099325	10103913	FBgn0030183	CG15309	FBtr0332900	-	protein_coding	FALSE	FALSE
97200	chrX	10100626	10106407	FBgn0030183	CG15309	FBtr0071487	-	protein_coding	FALSE	FALSE
70323	chrX	9951153	9964899	FBgn0030174	CG15312	FBtr0309221	-	protein_coding	FALSE	FALSE
70330	chrX	9951153	9964899	FBgn0030174	CG15312	FBtr0071421	-	protein_coding	FALSE	FALSE
70343	chrX	9949662	9964899	FBgn0030174	CG15312	FBtr0309220	-	protein_coding	FALSE	FALSE
70350	chrX	9951153	9964899	FBgn0030174	CG15312	FBtr0071422	-	protein_coding	FALSE	FALSE
70357	chrX	9950109	9964899	FBgn0030174	CG15312	FBtr0309219	-	protein_coding	FALSE	FALSE
78174	chrX	8352527	8354927	FBgn0030040	CG15347	FBtr0071242	-	protein_coding	FALSE	FALSE
136254	chr2L	1945225	1945709	FBgn0040719	CG15357	FBtr0077871	-	protein_coding	FALSE	FALSE
12330	chrX	17938104	17942663	FBgn0030889	CG15373	FBtr0112999	+	protein_coding	FALSE	FALSE
119061	chr2L	2209946	2212571	FBgn0031397	CG15385	FBtr0331649	-	protein_coding	FALSE	FALSE
105519	chr2L	2225545	2226294	FBgn0031403	CG15387	FBtr0113015	-	protein_coding	FALSE	FALSE
119795	chr2L	3332814	3334790	FBgn0031523	CG15408	FBtr0304701	+	protein_coding	FALSE	FALSE
135634	chr2L	3373567	3375711	FBgn0031528	CG15412	FBtr0113018	-	protein_coding	FALSE	FALSE
149813	chr2L	4403992	4440146	FBgn0031602	CG15431	FBtr0331436	-	protein_coding	FALSE	FALSE
62917	chr2L	4442393	4442985	FBgn0031603	CG15432	FBtr0331434	+	protein_coding	FALSE	FALSE
62920	chr2L	4442429	4442985	FBgn0031603	CG15432	FBtr0077438	+	protein_coding	FALSE	FALSE
61537	chr3R	27024602	27029450	FBgn0039827	CG1544	FBtr0113311	+	protein_coding	FALSE	FALSE
61549	chr3R	27022640	27029450	FBgn0039827	CG1544	FBtr0085756	+	protein_coding	FALSE	FALSE
175032	chrX	20988188	20991360	FBgn0031161	CG15445	FBtr0310642	+	protein_coding	FALSE	FALSE
175038	chrX	20988188	20991360	FBgn0031161	CG15445	FBtr0310643	+	protein_coding	FALSE	FALSE
175044	chrX	20988188	20991360	FBgn0031161	CG15445	FBtr0310641	+	protein_coding	FALSE	FALSE
175050	chrX	20988186	20991360	FBgn0031161	CG15445	FBtr0077250	+	protein_coding	FALSE	FALSE
74766	chrX	20970378	20973233	FBgn0031155	CG15446	FBtr0305148	-	protein_coding	FALSE	FALSE
104210	chrX	4676260	4676791	FBgn0029726	CG15471	FBtr0299602	-	protein_coding	FALSE	FALSE
98165	chrX	7606816	7609149	FBgn0029955	CG15478	FBtr0300836	-	protein_coding	FALSE	FALSE
88668	chr3R	25546651	25548111	FBgn0039686	CG15506	FBtr0085457	+	protein_coding	FALSE	FALSE
162257	chr3R	25661672	25663169	FBgn0039707	CG15510	FBtr0301746	+	protein_coding	FALSE	FALSE
23569	chr3R	25731186	25732170	FBgn0039719	CG15515	FBtr0085500	+	protein_coding	FALSE	FALSE
45817	chrX	10946369	10947549	FBgn0030258	CG1552	FBtr0073396	-	protein_coding	FALSE	FALSE
4850	chr3R	25752977	25754488	FBgn0039723	CG15522	FBtr0085503	+	protein_coding	FALSE	FALSE
166156	chr3R	25761700	25764114	FBgn0039727	CG15523	FBtr0300825	+	protein_coding	FALSE	FALSE
31512	chr3R	26003599	26005903	FBgn0039752	CG15530	FBtr0085569	+	protein_coding	FALSE	FALSE
49676	chr3R	26331709	26333699	FBgn0039782	CG15539	FBtr0085655	+	protein_coding	FALSE	FALSE
49219	chr3R	26953687	26956103	FBgn0039821	CG15556	FBtr0309195	-	protein_coding	FALSE	FALSE
49225	chr3R	26953687	26956143	FBgn0039821	CG15556	FBtr0309194	-	protein_coding	FALSE	FALSE
139786	chr3R	1880432	1883259	FBgn0037398	CG15580	FBtr0273439	-	protein_coding	FALSE	FALSE
28630	chr3R	2113589	2115198	FBgn0037421	CG15594	FBtr0078604	+	protein_coding	FALSE	FALSE
152267	chr2R	12996366	13001866	FBgn0034194	CG15611	FBtr0086982	+	protein_coding	FALSE	FALSE
116010	chrX	19753776	19759557	FBgn0031077	CG15618	FBtr0289978	-	protein_coding	FALSE	FALSE
81382	chr2L	4835335	4837999	FBgn0031635	CG15626	FBtr0077413	-	protein_coding	FALSE	FALSE
86993	chr2R	16860725	16861502	FBgn0034563	CG15649	FBtr0071555	-	protein_coding	FALSE	FALSE
146102	chr2R	17102940	17105284	FBgn0034605	CG15661	FBtr0071624	-	protein_coding	FALSE	FALSE
35748	chr3L	15828990	15830582	FBgn0036538	CG15715	FBtr0075536	-	protein_coding	FALSE	FALSE
71439	chrX	12897988	12898816	FBgn0030440	CG15719	FBtr0309878	-	protein_coding	FALSE	FALSE
103061	chrX	11449318	11452679	FBgn0030309	CG1572	FBtr0073544	-	protein_coding	FALSE	FALSE
13009	chrX	12521126	12522456	FBgn0030409	CG15728	FBtr0073674	+	protein_coding	FALSE	FALSE
133788	chrX	11980519	11981058	FBgn0030374	CG15734	FBtr0300834	-	protein_coding	FALSE	FALSE
15803	chrX	11767474	11769379	FBgn0030347	CG15739	FBtr0331588	+	protein_coding	FALSE	FALSE
93747	chrX	13151425	13152528	FBgn0030462	CG15742	FBtr0290203	-	protein_coding	FALSE	FALSE
93750	chrX	13151425	13152351	FBgn0030462	CG15742	FBtr0073733	-	protein_coding	FALSE	FALSE
124208	chrX	13180249	13181774	FBgn0030465	CG15743	FBtr0333330	+	protein_coding	FALSE	FALSE
175160	chrX	13199552	13201427	FBgn0030469	CG15745	FBtr0073759	+	protein_coding	FALSE	FALSE
127141	chrX	13563732	13568508	FBgn0030508	CG15760	FBtr0073810	+	protein_coding	FALSE	FALSE
153058	chrX	5712592	5733606	FBgn0029814	CG15765	FBtr0070817	+	protein_coding	FALSE	FALSE
49961	chrX	5650426	5653784	FBgn0029801	CG15771	FBtr0303290	+	protein_coding	FALSE	FALSE
72309	chrX	5626784	5627857	FBgn0029795	CG15773	FBtr0308572	+	protein_coding	FALSE	FALSE
